92,8,8,8,8,0,0,0
84,16,16,16,16,0,0,0
76,24,24,24,24,0,0,0
68,32,32,32,32,0,0,0
60,40,40,40,40,0,0,0
52,48,48,48,48,0,0,0
44,56,56,56,56,0,0,0
36,64,64,64,64,0,0,0
28,72,72,72,72,0,0,0
20,80,80,80,80,0,0,0
12,88,88,88,88,0,0,0
4,96,96,96,96,0,0,0
0,100,100,100,100,0,0,0
-1,92,100,100,100,8,0,0
-1,84,100,100,100,16,0,0
-1,76,100,100,100,24,0,0
-1,68,100,100,100,32,0,0
-1,60,100,100,100,40,0,0
-1,52,100,100,100,48,0,0
-1,44,100,100,100,56,0,0
-1,36,100,100,100,64,0,0
-1,28,100,100,100,72,0,0
-1,20,100,100,100,80,0,0
-1,12,100,100,100,88,0,0
-1,4,100,100,100,96,0,0
-1,0,100,100,100,100,0,0
-1,-1,92,100,100,100,8,0
-1,-1,84,100,100,100,16,0
-1,-1,76,100,100,100,24,0
-1,-1,68,100,100,100,32,0
-1,-1,60,100,100,100,40,0
-1,-1,52,100,100,100,48,0
-1,-1,44,100,100,100,56,0
-1,-1,36,100,100,100,64,0
-1,-1,28,100,100,100,72,0
-1,-1,20,100,100,100,80,0
-1,-1,12,100,100,100,88,0
-1,-1,4,100,100,100,96,0
-1,-1,0,100,100,100,100,0
-1,-1,-1,92,100,100,100,8
-1,-1,-1,84,100,100,100,16
-1,-1,-1,76,100,100,100,24
-1,-1,-1,68,100,100,100,32
-1,-1,-1,60,100,100,100,40
-1,-1,-1,52,100,100,100,48
-1,-1,-1,44,100,100,100,56
-1,-1,-1,36,100,100,100,64
-1,-1,-1,28,100,100,100,72
-1,-1,-1,20,100,100,100,80
-1,-1,-1,12,100,100,100,88
-1,-1,-1,4,100,100,100,96
-1,-1,-1,0,100,100,100,100
-1,-1,-1,-1,92,100,100,108
-1,-1,-1,-1,84,100,100,116
-1,-1,-1,-1,76,100,100,124
-1,-1,-1,-1,68,100,100,132
-1,-1,-1,-1,60,100,100,140
-1,-1,-1,-1,52,100,100,148
-1,-1,-1,-1,44,100,100,156
-1,-1,-1,-1,36,100,100,164
-1,-1,-1,-1,28,100,100,172
-1,-1,-1,-1,20,100,100,180
-1,-1,-1,-1,12,100,100,188
-1,-1,-1,-1,4,100,100,196
-1,-1,-1,-1,0,100,100,200
-1,-1,-1,-1,-1,92,100,200
-1,-1,-1,-1,-1,84,100,200
-1,-1,-1,-1,-1,76,100,200
-1,-1,-1,-1,-1,68,100,200
-1,-1,-1,-1,-1,60,100,200
-1,-1,-1,-1,-1,52,100,200
-1,-1,-1,-1,-1,44,100,200
-1,-1,-1,-1,-1,36,100,200
-1,-1,-1,-1,-1,28,100,200
-1,-1,-1,-1,-1,20,100,200
-1,-1,-1,-1,-1,12,100,200
-1,-1,-1,-1,-1,4,100,200
-1,-1,-1,-1,-1,0,100,200
-1,-1,-1,-1,-1,-1,92,200
-1,-1,-1,-1,-1,-1,84,200
-1,-1,-1,-1,-1,-1,76,200
-1,-1,-1,-1,-1,-1,68,200
-1,-1,-1,-1,-1,-1,60,200
-1,-1,-1,-1,-1,-1,52,200
-1,-1,-1,-1,-1,-1,44,200
-1,-1,-1,-1,-1,-1,36,200
-1,-1,-1,-1,-1,-1,28,200
-1,-1,-1,-1,-1,-1,20,200
-1,-1,-1,-1,-1,-1,12,200
-1,-1,-1,-1,-1,-1,4,200
-1,-1,-1,-1,-1,-1,0,200
-1,-1,-1,-1,-1,-1,-1,184
-1,-1,-1,-1,-1,-1,-1,168
-1,-1,-1,-1,-1,-1,-1,152
-1,-1,-1,-1,-1,-1,-1,136
-1,-1,-1,-1,-1,-1,-1,120
-1,-1,-1,-1,-1,-1,-1,104
-1,-1,-1,-1,-1,-1,-1,88
-1,-1,-1,-1,-1,-1,-1,72
-1,-1,-1,-1,-1,-1,-1,56
-1,-1,-1,-1,-1,-1,-1,40
-1,-1,-1,-1,-1,-1,-1,24
-1,-1,-1,-1,-1,-1,-1,8
-1,-1,-1,-1,-1,-1,-1,0
